Family,Group,Language,Code,Code2,#,I,thou,he,we,you,they,this,that,here,there,who,what,where,when,how,not,all,many,some,few,other,one,two,three,four,five,big,long,wide,thick,heavy,small,short,narrow,thin,woman,man,human,child,wife,husband,mother,father,animal,fish,bird,dog,louse,snake,worm,tree,forest,stick,fruit,seed,leaf,root,bark,flower,grass,rope,skin,meat,blood,bone,fat,egg,horn,tail,feather,hair,head,ear,eye,nose,mouth,tooth,tongue,fingernail,foot,leg,knee,hand,wing,belly,guts,neck,back,breast,heart,liver,drink,eat,bite,suck,spit,vomit,blow,breathe,laugh,see,hear,know,think,smell,fear,sleep,live,die,kill,fight,hunt,hit,cut,split,stab,scratch,dig,swim,fly,walk,come,lie,sit,stand,turn,fall,give,hold,squeeze,rub,wash,wipe,pull,push,throw,tie,sew,count,say,sing,play,float,flow,freeze,swell,sun,moon,star,water,rain,river,lake,sea,salt,stone,sand,dust,earth,cloud,fog,sky,wind,snow,ice,smoke,fire,ash,burn,road,mountain,red,green,yellow,white,black,night,day,year,warm,cold,full,new,old,good,bad,rotten,dirty,straight,round,sharp,dull,smooth,wet,dry,correct,near,far,right,left,at,in,with,and,if,because,name
Indo-european,Germanic,Swedish,sv,sv,117,ˈjɑː(ɡ),dʉː,hanː,viː,dʉː,dɔm,,dɛnː,hæːr,dɛːr,,vɑː(d),dɛːr,,hʉːr,ˈɪnˌtɛ,ˈalˌa,,ˈnoːˌ(ɡ)ra,foː,,ɛt,tvoː,treː,ˈfyːˌra,fɛm,ˈvɵkˌsɛn,lɔŋ,viːd,ɕɔk,tɵŋ,ˈliːˌtɛn,kɔrt,,,ˈkvɪnːˌa,mɛnːɪɧa,²mɛnsklɪ(ɡ),bɑːrn,hɵ̄sːtrʉ̂ː,ˈmɑːˌkɛ,muːr,,jʉːr,fɪsk,foːɡəl,hɵnd,,ˈʊrm,,,skuːɡ,ɕɛp,ˈfrɵkt,,,,,blʊ.ma,,,hʉːd,ɕœtː,,ˈbeːn,fɛt,ɛɡː,,svans,,hoːr,ˈhʉːˌvɵd,øːra,ˈøːˌɡa,ˈnɛːsˌa,mɵn,ˈtand,ˈtɵŋˌa,,fuːt,ˈbeːn,,hand,ˈvɪŋˌɛ,²mɑːɡɛ,,,rʏɡ,,ˈjɛrˌta,,drɪkːa,ˈɛːˌta,,,,,,,,seː,,veːta,,,,soːva,leːva,,ˈdøːda,,ˈjɑːˌɡa,,ˈɧæːˌra,deːla,,,,,,ɡoː,ˈkɔmːa,lœŋn,,,,falːa,jeː,,,,,,,²ɧʉːta,,,,,ˈsɛjːa,,,flyːta,,,,suːl,ˈmoːˌnɛ,²ɧæːɳa,ˈvatːɛn,rɛŋn,fluːd,ɧøː,ɧøː,salt,,,dam,juːɖ,,,,vɪnd,snøː,,,ˈɛld,,,vɛːɡ,bɛrj,røːd,ɡrøːn,ɡʉːl,,svart,natː,,,varm,kal,fɵl,ny,,ɡuːd,ˈdoː.lɪ(ɡ),,,,,,,,voːt,,,,,,,poː,iː,meː(d),ɔ,ɔm,,namn
Indo-european,Germanic,Danish,da,da,129,jaj,du,han,,du,di,,dən,,dar,vɛm,vad,,vɔrnɔːr,,ekə,alə,manɡə,noən,fɔː,andrə,,toː,,fiːrə,,,lanɡ,,tyk,tɔnɡ,lilə,kɔrt,snɛvər,,ˈkʰvenə,,,barn,,mæn,,,dyːr,fesk,fuːl,hun,,,,trɛː,,kɛp,frɔɡt,sɛːd,blad,roːd,bark,,,tɔv,,,bloːd,knɔɡlə,fet,ɛːɡ,,haːlə,fjeːr,,hoːvəd,øːrə,øjə,ˈnɛːsə,mon,tan,tɔnɡə,najl,foːd,beːn,,hɔnˀ,,,,hals,,brøst,jɛrtə,leːvər,drekə,spiːsə,biːdə,,spøtɘ,,blɛːsə,ɔnə,leː,seː,høːrə,,,loɡt,,,leːvə,dø,,,ˈjaːɡə,slɔː,skɛːrə,,,,ɡraːvə,svœmə,fluːə,ɡɔː,kɔmə,løɡn,seðə,,drajə,,ɡiː,,,,,veskɘ,trɛkə,skɔbɘ,,benə,syː,,,sønɡə,lajə,,,,,soːl,,stjɛrnə,vand,ˈʁɑɪ̯ˀn,,søː,hav,salt,,san,støːv,joːr,,tɔːɡə,,ʋend,,iːs,røj,il,,,,bjɛrv,røːd,ɡrœn,ɡuːl,,soɐ̯d̥,nad̥,døjn,,,kɔl,fuld,nyː,ɡaməl,ɡoð,dɔːli,rɔdən,beskit,,,,sløːv,,vɔːd,tœːr,,nɛːr,,rɛt,,,,mɛd,ˈɒw,ves,,
Indo-european,Germanic,Icelandic,is,is,207,jɛɣ,θu,hanː,vɪð,θɪð,θeir,ˈθɛsːɪ,hɪnː,çɛr,θar,kʰvɛr,kʰvað,kʰvar,ˈkʰvɛnair,ˈkʰvɛrtnɪɣ,ˈɛhcɪ,ˈatlʏr,ˈmarkʏr,ˈnɔhkʏð,faur,ˈanːar,eitn,tʰveir,θrir,ˈfjourɪr,fɪmː,stour,ˈlauŋkʏr,ˈpreiðʏr,ˈθɪhkʏr,ˈθuŋkʏr,ˈlitɪtl,ˈstʏhtʏr,mjour,ˈθʏnːʏr,ˈkʰɔna,kʰartl,ˈmaðʏr,partn,ˈeijɪn.kʰɔna,ˈeijɪn.maðʏr,ˈmouðɪr,ˈfaðɪr,tir,ˈfɪskʏr,fʏkl,ˈhʏntʏr,lus,ˈstlauŋka,ˈɔrmʏr,trjɛ,ˈskouʏr,ˈstavʏr,ˈauvœxstʏr,frai,ˈløyf.plað,rout,ˈpœrkʏr,ploum,kras,ˈreipɪ,huð,cʰœt,plouð,pein,ˈfɪta,ɛkː,hɔrtn,ˈhalɪ,ˈfjœðʏr,haur,ˈhœvʏð,ˈeira,ˈøyɣa,nɛv,ˈmʏnːʏr,tʰœnː,ˈtʰuŋka,nœkl,ˈfoutʏr,ˈlɛkːʏr,hnjɛ,hœnt,ˈvaiŋkʏr,ˈmajɪ,ˈɪnːɪplɪ,hauls,pak,prjoust,ˈhjarta,ˈlɪvʏr,ˈtrɛhka,ˈpɔrða,ˈpita,ˈsjua,ˈscɪrpa,ˈaila,ˈplausa,ˈanta,ˈhlaija,sjau,ˈheira,ˈvɪta,ˈhʏxsa,ˈlɪxta,ˈouhtast,ˈsɔva,ˈlɪva,ˈteija,ˈtrɛpa,ˈrivast,ˈveiða,ˈpɛrja,ˈscɛra,kʰlɔpna,ˈstiŋka,ˈkʰloura,ˈkrava,ˈsɪnta,ˈfljua,ˈkauŋka,ˈkʰɔma,ˈlɪcːa,ˈsɪtja,ˈstanta,ˈstnua,ˈtɛhta,ˈcɛva,ˈhalta,ˈkʰreista,ˈnʏtːa,θvɔ,ˈθʏrka,ˈtʰɔɣa,ˈita,ˈkʰasta,ˈpɪnta,ˈsøyma,ˈtʰɛlja,ˈseija,ˈsinca,ˈleika,ˈfljouta,ˈstreima,ˈfrjousa,ˈθruhtna,soul,tʰuŋl,ˈstjartna,vahtn,ˈrɪkniŋk,au,vahtn,sjour,salt,steitn,ˈsantʏr,rɪk,jœrð,sci,ˈθɔka,ˈhɪmɪnː,ˈvɪntʏr,snjour,is,ˈreikʏr,ˈɛltʏr,ˈaska,ˈprɛnːa,ˈkata,fjatl,ˈrøyðʏr,kraitn,ˈkʏlʏr,ˈxʷitʏr,ˈsvartʏr,nouht,ˈtaɣʏr,aur,hlir,ˈkʰaltʏr,ˈfʏtlʏr,nir,ˈkamatl,ˈkouðʏr,ˈvɔntʏr,ˈfuɪnː,ˈscitʏɣʏr,peitn,ˈkʰriŋlouhtʏr,ˈpeihtʏr,ˈpɪt.løys,ˈstleipʏr,ˈpløytʏr,θʏrː,ˈrjɛhtʏr,ˈnaulaiɣʏr,lauŋt,ˈhaikrɪ,ˈvɪnstrɪ,hjau,i,mɛð,ɔɣ,ɛv,ˈvɛkna,ˈnapn
Indo-european,Germanic,Faroese,fo,fo,96,eː,tʰʉuː(w),,,tʰʉuː(w),tʰaiːɹ,,,,,kvøːr,kvɛaːʰt,,,,ˈɪʰtʃːɪ,ˈat.lʊɹ,ˈmɛŋkʊɹ,,,,,,trʊdʒɪr,ˈfʊiːɹa,fɪmː,,ˈlɛŋkʊɹ,ˈpɹaijʊɹ,t͡ʃʰʏʰkːʊɹ,,,,,,,,,ˈpatn,,ˈmɛaːvʊɹ,ˈmɔuwɪr,ˈfɛaːjɪɹ,t͡ʃɔuːr,ˈfɪskʊɹ,,ˈhʊntʊɹ,lʉuːs,,,tɹɛaː,,,,fɹɛaː,blɛaː,ɹɔuːt,ˈpœɹ̥kʊɹ,ˈblɔuma,kɹɛaːs,,,t͡ʃʰøːʰt,plɔuːw,bain,ˈfiːtɪ,ɛkː,hɔtn,,ˈfjøːvʊɹ,hɔaːɹ,hœtː,ˈɔira,ˈɛiːja,nøːs,,tʰɔnː,ˈtʰʊŋka,,ˈfɔuːtʊɹ,,knɛaː,hɔnt,ˈvɔŋkʊɹ,,,,,brœst,ˈjaɹ̥ʈa,ˈliːvʊɹ,ˈtɾɛʰkːa,,,,,,,,,ˈsʊt͡ʃːa,,,,,,,,,,,,,,,,,,,ˈfluː(w)ʊ,,,,,,,fatl,t͡ʃeːʋa,,,,,,,,kʰasta,,,,siːja,,,,,,ˈpœlna,sɔuːl,ˈmɔanɪ,ˈʃœtna,vaʰtn,ɹɛkn,ɔaː,vaʰtn,hɛaːv,sal̥t,,,,jøːɹ,skʊt͡ʃː,ˈtʰoːʰka,ˈhiːmɪn,ˈvɪntʊɹ,,ˈʊiːsʊɹ,ˈɹɔiːjkʊɹ,,ˈœska,,ˈveːvʊɹ,fjatl,,,ˈkuːlʊɹ,ˈkvʊiːjtʊɹ,ˈsvaɻ̥ʈʊɹ,nɔʰtː,ˈtɛaːvʊɹ,ɔaːɹ,,,ˈfʊtlʊɹ,nʊt͡ʃːʊɹ,kɛaːmal,ˈkɔuːwʊɹ,ˈɪtlʊɹ,,,,,ˈkvasːʊr,,,,,,,,,,ʊiː,ʊiː,viː,oː,,tʊiː,naun
Indo-european,Germanic,Burgundian,gem-bur,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indo-european,Germanic,Gothic,got,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indo-european,Germanic,Crimean Gothic,gme-cgo,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indo-european,Germanic,Vandalic,xvn,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indo-european,Germanic,Limburgish,li,li,3,ɪx,,hɛː,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ˈslɔː.pə,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indo-european,Balto-Slavic,Latvian,lv,lv,112,ɛs,,viɲʃ,mɛ̄ːs,tu,,ʃis,tas,,tùɾ,,,kùɾ,,,,,dāūdz,,,,viɛ̂ns,,trîːs,tsætri,pìɛtsi,,,plats,,smaks,,îːs,ʃàuɾs,tiêws,,tsìlvæ̀ːks,,bæ̀ːɾns,sīɛ̄va,vīːɾs,māːtɛ,tǣːws,dzîunìɛks,ziws,,,,tʃūska,,kùoks,,,âwɡlis,,,,,,,àwkla,âːda,ɡaʎa,asinis,,,uōla,ɾaks,astɛ,spālva,mats,ɡâlva,àws,ats,,mutɛ,zùops,mɛ̀ːlɛ,,,kāːja,tsɛlis,ɾùoka,spàːɾns,,,,,,sîɾts,aknas,dzɛɾ̂t,,kuôst,sùːkt,spʎāwt,,,,,ɾɛdzɛ̂ːt,dzìɾdɛ̂ːt,zinâːt,,,bâjlɛs,ɡulɛ̂ːt,dzîːvuôt,mīɾt,nâːvɛ̂ːt,,,,ɡrīɛ̄st,,,,ɾakt,pɛ̄ldɛ̂ːt,muʃa,iɛ̂t,nāːkt,,,stāːvɛ̂ːt,,,duôt,tuɾɛ̂ːt,,,mazɡâːt,slāwtsîːt,,,mest,,ʃūːt,skàjtîːt,satsîːt,dziɛ̂dâːt,,,,,,sāūle,,zvàjɡznɛ,ûːdɛns,liɛ̂tus,,æzæɾs,jūːɾa,sàːls,,,,zɛmɛ,,,,vɛ̄ːjʃ,snìɛks,lædus,,uɡuns,,dekt,tsɛʎʃ,kâlns,sâɾkans,zaʎʃ,dzæ̀ltæns,bālts,mǣlns,nakts,,,sīlts,āūksts,pīlns,jaûns,,,,,nɛtīːɾs,,,as,,,slapʲʃ,sàws,paɾɛ̄īs,,tâːls,,kɾèjs,,,,ùn,,,vàːɾds
Indo-european,Balto-Slavic,Lithuanian,lt,lt,97,ɐʂ,tʊ,jɪs,mʲæːs,tʊ,jæ,,,tʃʲɛ,,,,kʊr,kɐˈdɐ,kaɪˑp,,ˈvʲɪ.sɐs,dɐuɡ,,,,,,,kʲɛt̪ʊˈrʲɪ,,,,,,sʊŋˈkʊs,ˈmaːʒɐs,,,,ˈmoːtʲɛrʲɪs,ʒmoˈɡʊs,,ˈvɐɪ̯ˑkɐs̪,,ˈʋʲiːrɐs,,ˈtʲeːvɐs,ɡʲiːˈʋuːnɐs,,ˈpɒʊk.ʃtʲɪs,ʂuə,,ɡʲiːˈʋaːtʲeː,,ˈmʲæːdʲɪs,ˈmɪʂ.kɐs,lɐzˈdɐ,ˈvai̯sʲʊs,ˈsʲeːklɐ,,ʃɐkʲˈn̪ʲɪs̪,ʒʲɪəˈvʲěː,,ʒoˈlʲeː,,ˈôːd̪ɐ,,krɒ͜úˑjæs,ˈkä̂ˑʊ̯ɫɐs̪,rʲɪəbɐˈlɐɪ̯ˑ,,ˈrä̌ːɡɐs̪,,,,,ɐʊˈsʲɪs,ɐˈkʲɪs,,bʊrˈnɐ,,,,,,ˈkʲæ̌ːlʲɪs,ɾɐŋˈkɐ,,,,ˈkä̌ːklɐs̪,ˈn̪ʊɡɐrɐ,,ʃʲɪrʲˈdʲɪs,,ˈɡʲɛrʲ.tʲɪ,,,ˈtʲʃʲʊlʲpʲtʲɪ,,,ˈpǔːsʲtʲɪ,,,mɐˈtʲîːtʲɪ,,ʒɪˈnoː.tʲɪ,,,,,ɡiˈʋæntɪ,ˈmʲɪrʲ.tʲɪ,,,mʲɛˈdʲʒʲotʲɪ,,,,,,,ˈpɫɒʊ̯ˑkʲtʲɪ,,ˈɛjːtʲɪ,ɐˈtʲɛjːtʲɪ,ˈmʲæːɫas,sʲeːˈdʲeːtʲɪ,,,,ˈduɔtʲɪ,tʊˈɾʲeːtʲɪ,,,,,,,ˈmʲɛsʲtʲɪ,ˈrʲɪʃʲtʲɪ,ˈsʲuːtʲɪ,,sɐˈkʲiːtʲɪ,dɐjˈnuɔtʲɪ,ˈʒɐjsʲtʲɪ,,ˈbʲeːk.tʲɪ,,,ˈsɑuleː,mʲeːˈnʊlʲɪs,ʒʋɐjɡʲʒʲˈdʲeː,,ljɛˈtʊs,ˈʊpʲeː,ˈæːʒʲɛɾɐs,ˈjuːrɐ,,,,,ˈʒʲæːmʲeː,,ˈruːkɐs,dɐŋˈɡʊs,ˈʋʲeːjɛs,sʲnʲjæɡɐs,,,ʊɡˈnʲɪs,,,ˈkælʲɐs,ˈka͡l.nɐs,rɐʊˈdoːnɐs,,,ˈbaːltɐs,ˈjûə.dɐs,nɐkˈtɪs,,,ˈʃʲɪltɐs,ˈʃaltɐs,,,ˈsʲæːnɐs,ˈɡʲæɾɐs,ˈbloːɡɐs,,,,,ɐʃt̪ˈrʊs̪,,,,,,,,,,pɐs,,sʊ,,jæj,nʲɛs,ˈvɐrːdɐs
Indo-european,Balto-Slavic,Latgalian,ltg,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indo-european,Balto-Slavic,Selonian,sxl,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indo-european,Balto-Slavic,Semigallian,xzm,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indo-european,Balto-Slavic,Old Curonian,xcu,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indo-european,Balto-Slavic,Galindian,xgl,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indo-european,Balto-Slavic,Old Prussian,prg,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indo-european,Balto-Slavic,Sudovian,xsv,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indo-european,Balto-Slavic,Skalvian,svx,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indo-european,Balto-Slavic,Polish,pl,pl,207,ja,tɨ,ɔn,mɨ,vɨ,ˈɔɲi,tɔ,ˈtamtɔ,tu,tam,ktɔ,t͡sɔ,ɡd͡ʑɛ,ˈkʲɛdɨ,jak,ɲɛ,ˈfʂɨstkɔ,ˈduʐɔ,ˈkilka,ˈmawɔ,ˈinnɨ,ˈjɛdɛn,dva,tʂɨ,ˈt͡ʂtɛrɨ,pʲɛɲt͡ɕ,ˈvʲɛlki,ˈdwuɡi,ˈʂɛrɔki,ˈɡɛw̃stɨ,ˈt͡ɕɛw̃ʂki,ˈmawɨ,ˈkrutki,ˈvɔw̃ski,ˈt͡ɕɛŋki,kɔˈbʲɛta,mɛw̃ˈʂt͡ʂɨzna,ˈt͡ʂwɔvʲɛk,ˈd͡ʑɛt͡skɔ,ˈʐɔna,mɔw̃ʂ,ˈmatka,ˈɔjt͡ɕɛt͡s,ˈzvʲɛʐɛ,ˈrɨba,ptak,pʲɛs,vɛʂ,vɔw̃ʂ,ˈrɔbak,ˈdʐɛvɔ,las,kij,ˈɔvɔt͡s,ˈʑarnɔ,liɕt͡ɕ,ˈkɔʐɛɲ,ˈkɔra,kfʲat,ˈtrava,ʂnur,ˈskura,ˈmʲɛw̃sɔ,krɛf,kɔɕt͡ɕ,twuʂt͡ʂ,ˈjajkɔ,ruk,ˈɔɡɔn,ˈpʲurɔ,vwɔs,ˈɡwɔva,ˈuxɔ,ˈɔkɔ,nɔs,ˈusta,zɔmp,ˈjɛw̃zɨk,paˈznɔkʲɛt͡ɕ,ˈstɔpa,ˈnɔɡa,kɔˈlanɔ,ˈrɛŋka,ˈskʂɨdwɔ,bʐux,vnɛntʂˈnɔɕt͡ɕi,ˈʂɨja,plɛt͡sɨ,pʲɛrɕ,ˈsɛrt͡sɛ,vɔnˈtrɔba,pit͡ɕ,jɛɕt͡ɕ,ɡrɨɕt͡ɕ,sːat͡ɕ,plut͡ɕ,vɨmʲɔˈtɔvat͡ɕ,ˈdmuxat͡ɕ,ɔdˈdɨxat͡ɕ,ɕmʲat͡ɕ ɕɛ,ˈvid͡ʑɛt͡ɕ,ˈswɨʂɛt͡ɕ,ˈvʲɛd͡ʑɛt͡ɕ,ˈmɨɕlɛt͡ɕ,t͡ʂut͡ɕ,ˈbat͡ɕ ɕɛ,spat͡ɕ,ʐɨt͡ɕ,uˈmʲɛrat͡ɕ,zaˈbijat͡ɕ,ˈvalt͡ʂɨt͡ɕ,pɔˈlɔvat͡ɕ,uˈdɛʐat͡ɕ,t͡ɕɔɲt͡ɕ,ˈrɔmbat͡ɕ,d͡ʑɡat͡ɕ,ˈdrapat͡ɕ,ˈkɔpat͡ɕ,ˈpwɨvat͡ɕ,ˈlatat͡ɕ,iɕt͡ɕ,pʂɨˈxɔd͡ʑit͡ɕ,ˈlɛʐɛt͡ɕ,ˈɕɛd͡ʑɛt͡ɕ,stat͡ɕ,ɔˈbrat͡sat͡ɕ ɕɛ,ˈpadat͡ɕ,ˈdavat͡ɕ,ˈtʂɨmat͡ɕ,ˈɕt͡ɕiskat͡ɕ,tʂɛt͡ɕ,mɨt͡ɕ,vɨˈt͡ɕɛrat͡ɕ,ˈt͡ɕɔŋɡnɔɲt͡ɕ,pxat͡ɕ,ˈʐut͡sat͡ɕ,ˈvʲɔw̃zat͡ɕ,ʂɨt͡ɕ,ˈlit͡ʂɨt͡ɕ,ˈmuvit͡ɕ,ˈɕpʲɛvat͡ɕ,ɡrat͡ɕ,ˈpwɨvat͡ɕ,ˈpwɨnɔɲt͡ɕ,ˈmarznɔɲt͡ɕ,ˈpɛɲt͡ʂɲɛt͡ɕ,ˈswɔj̃nt͡sɛ,ˈkɕɛw̃ʐɨt͡s,ˈɡvʲazda,ˈvɔda,dɛʂt͡ʂ,ˈʐɛka,jɛˈʑɔrɔ,ˈmɔʐɛ,sul,ˈkamʲɛɲ,ˈpʲasɛk,kuʂ,ˈʑɛmʲa,ˈxmura,mɡwa,ˈɲɛbɔ,vʲatr,ɕɲɛk,lut,dɨm,ˈɔɡʲɛɲ,ˈpɔpʲuw,ˈpalit͡ɕ ɕɛ,ˈdrɔɡa,ˈɡura,t͡ʂɛrˈvɔnɨ,ʑɛˈlɔnɨ,ˈʐuwtɨ,ˈbʲawɨ,ˈt͡ʂarnɨ,nɔt͡s,d͡ʑɛɲ,rɔk,ˈt͡ɕɛpwɨ,ˈʑimnɨ,ˈpɛwnɨ,ˈnɔvɨ,ˈstarɨ,ˈdɔbrɨ,zwɨ,ˈzɡɲiwɨ,ˈbrudnɨ,ˈprɔstɨ,ɔˈkrɔŋɡwɨ,ˈɔstrɨ,ˈtɛmpɨ,ˈɡwatki,ˈmɔkrɨ,ˈsuxɨ,pɔˈpravnɨ,ˈbliski,daˈlɛki,ˈpravɨ,ˈlɛvɨ,pʂɨ,v,z,i,ˈjɛɕli,bɔ,ˈimʲɛ
Indo-european,Balto-Slavic,Kashubian,csb,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indo-european,Balto-Slavic,Silesian,szl,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indo-european,Balto-Slavic,Polabian,pox,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
